STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
JA000047759,"KYOTO, JA",35.017,135.733,46,5/11/1992,62,"H,,S",73,",,S",45,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/12/1992,65,"H,,S",75,",,S",53,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/13/1992,62,"H,,S",65,",,S",56,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/14/1992,63,"H,,S",68,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,5/15/1992,63,"H,,S",73,",,S",56,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/16/1992,65,"H,,S",78,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,5/17/1992,67,"H,,S",76,",,S",59,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/18/1992,60,"H,,S",65,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,5/19/1992,63,"H,,S",74,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,5/20/1992,66,"H,,S",78,",,S",53,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/21/1992,70,"H,,S",82,",,S",56,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/22/1992,67,"H,,S",84,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,5/23/1992,61,"H,,S",71,",,S",55,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/25/1992,59,"H,,S",70,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,5/26/1992,63,"H,,S",73,",,S",50,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/27/1992,65,"H,,S",76,",,S",53,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/28/1992,60,"H,,S",69,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,5/29/1992,67,"H,,S",77,",,S",51,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/30/1992,62,"H,,S",66,",,S",60,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,5/31/1992,67,"H,,S",76,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,6/1/1992,70,"H,,S",83,",,S",56,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/2/1992,74,"H,,S",85,",,S",59,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/3/1992,77,"H,,S",90,",,S",62,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/4/1992,76,"H,,S",84,",,S",67,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/5/1992,75,"H,,S",83,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,6/6/1992,79,"H,,S",88,",,S",66,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/7/1992,73,"H,,S",80,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,6/8/1992,67,"H,,S",74,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,6/9/1992,71,"H,,S",82,",,S",61,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/10/1992,74,"H,,S",82,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,6/11/1992,74,"H,,S",87,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,6/12/1992,72,"H,,S",81,",,S",63,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/13/1992,73,"H,,S",80,",,S",64,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/14/1992,74,"H,,S",83,",,S",66,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/15/1992,71,"H,,S",81,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,6/16/1992,73,"H,,S",84,",,S",60,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/17/1992,71,"H,,S",77,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,6/18/1992,69,"H,,S",83,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,6/19/1992,71,"H,,S",83,",,S",61,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/20/1992,67,"H,,S",76,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,6/22/1992,72,"H,,S",80,",,S",59,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/23/1992,65,"H,,S",70,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,6/24/1992,67,"H,,S",76,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,6/25/1992,70,"H,,S",81,",,S",61,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/27/1992,70,"H,,S",76,",,S",67,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/29/1992,72,"H,,S",80,",,S",66,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,6/30/1992,67,"H,,S",70,",,S",65,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/1/1992,72,"H,,S",82,",,S",65,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/2/1992,74,"H,,S",82,",,S",64,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/3/1992,75,"H,,S",81,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,7/4/1992,79,"H,,S",89,",,S",69,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/5/1992,71,"H,,S",76,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,7/6/1992,76,"H,,S",85,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,7/7/1992,75,"H,,S",85,",,S",69,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/8/1992,79,"H,,S",88,",,S",71,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/9/1992,79,"H,,S",88,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,7/10/1992,77,"H,,S",89,",,S",68,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/11/1992,77,"H,,S",85,",,S",71,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/12/1992,77,"H,,S",86,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,7/13/1992,78,"H,,S",86,",,S",71,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/14/1992,76,"H,,S",79,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,7/15/1992,75,"H,,S",80,",,S",72,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/16/1992,78,"H,,S",84,",,S",72,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/17/1992,73,"H,,S",75,",,S",72,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/19/1992,81,"H,,S",92,",,S",71,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/20/1992,84,"H,,S",94,",,S",72,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/21/1992,86,"H,,S",96,",,S",78,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/22/1992,87,"H,,S",97,",,S",76,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/23/1992,86,"H,,S",97,",,S",77,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/24/1992,83,"H,,S",94,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,7/26/1992,86,"H,,S",94,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,7/27/1992,86,"H,,S",97,",,S",77,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/28/1992,87,"H,,S",97,",,S",77,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/30/1992,87,"H,,S",97,",,S",78,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,7/31/1992,87,"H,,S",97,",,S",78,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/1/1992,83,"H,,S",92,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,8/2/1992,81,"H,,S",92,",,S",75,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/3/1992,75,"H,,S",77,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,8/4/1992,77,"H,,S",83,",,S",73,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/5/1992,82,"H,,S",91,",,S",74,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/6/1992,85,"H,,S",93,",,S",75,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/7/1992,85,"H,,S",94,",,S",79,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/8/1992,80,"H,,S",90,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,8/9/1992,81,"H,,S",90,",,S",75,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/10/1992,81,"H,,S",90,",,S",73,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/11/1992,81,"H,,S",89,",,S",74,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/12/1992,81,"H,,S",87,",,S",76,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/13/1992,77,"H,,S",81,",,S",75,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/14/1992,86,"H,,S",94,",,S",75,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/15/1992,84,"H,,S",91,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,8/16/1992,85,"H,,S",92,",,S",77,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/17/1992,86,"H,,S",93,",,S",80,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/18/1992,79,"H,,S",82,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,8/19/1992,77,"H,,S",80,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,8/21/1992,83,"H,,S",91,",,S",72,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/22/1992,84,"H,,S",92,",,S",78,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/23/1992,82,"H,,S",93,",,S",78,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/24/1992,82,"H,,S",92,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,8/25/1992,82,"H,,S",87,",,S",75,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/26/1992,83,"H,,S",93,",,S",75,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/29/1992,86,"H,,S",95,",,S",74,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/30/1992,84,"H,,S",92,",,S",77,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,8/31/1992,83,"H,,S",91,",,S",77,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/1/1992,83,"H,,S",92,",,S",76,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/2/1992,84,"H,,S",93,",,S",77,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/3/1992,86,"H,,S",95,",,S",78,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/4/1992,84,"H,,S",95,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,9/5/1992,78,"H,,S",87,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,9/6/1992,76,"H,,S",86,",,S",68,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/8/1992,80,"H,,S",87,",,S",73,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/9/1992,81,"H,,S",89,",,S",76,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/10/1992,76,"H,,S",83,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,9/11/1992,71,"H,,S",82,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,9/13/1992,74,"H,,S",81,",,S",66,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/14/1992,70,"H,,S",74,",,S",69,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/15/1992,76,"H,,S",86,",,S",69,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/16/1992,77,"H,,S",89,",,S",69,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/17/1992,76,"H,,S",87,",,S",68,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/18/1992,75,"H,,S",83,",,S",64,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/19/1992,74,"H,,S",86,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,9/21/1992,68,"H,,S",77,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,9/22/1992,71,"H,,S",76,",,S",60,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/23/1992,74,"H,,S",80,",,S",67,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/24/1992,74,"H,,S",79,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,9/25/1992,73,"H,,S",81,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,9/26/1992,69,"H,,S",79,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,9/27/1992,63,"H,,S",72,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,9/28/1992,64,"H,,S",73,",,S",53,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,9/29/1992,65,"H,,S",70,",,S",61,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/1/1992,72,"H,,S",79,",,S",62,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/2/1992,75,"H,,S",87,",,S",67,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/3/1992,75,"H,,S",85,",,S",65,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/4/1992,72,"H,,S",82,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,10/5/1992,62,"H,,S",68,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,10/6/1992,61,"H,,S",71,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,10/7/1992,65,"H,,S",72,",,S",51,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/8/1992,61,"H,,S",65,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,10/9/1992,63,"H,,S",72,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,10/10/1992,63,"H,,S",73,",,S",55,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/11/1992,66,"H,,S",72,",,S",55,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/12/1992,67,"H,,S",74,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,10/13/1992,67,"H,,S",76,",,S",61,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/14/1992,66,"H,,S",69,",,S",64,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/15/1992,67,"H,,S",75,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,10/17/1992,64,"H,,S",76,",,S",56,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/18/1992,67,"H,,S",76,",,S",55,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/19/1992,67,"H,,S",73,",,S",61,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/20/1992,63,"H,,S",73,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,10/21/1992,62,"H,,S",71,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,10/22/1992,65,"H,,S",73,",,S",51,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/23/1992,68,"H,,S",74,",,S",60,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/24/1992,63,"H,,S",70,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,10/25/1992,59,"H,,S",66,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,10/26/1992,58,"H,,S",65,",,S",51,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/27/1992,56,"H,,S",68,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,10/28/1992,58,"H,,S",69,",,S",46,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/29/1992,62,"H,,S",71,",,S",53,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,10/30/1992,59,"H,,S",73,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,10/31/1992,58,"H,,S",68,",,S",48,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/1/1992,51,"H,,S",62,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,11/2/1992,49,"H,,S",59,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,11/3/1992,56,"H,,S",64,",,S",41,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/4/1992,60,"H,,S",71,",,S",52,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/5/1992,64,"H,,S",70,",,S",51,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/6/1992,62,"H,,S",65,",,S",61,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/7/1992,61,"H,,S",65,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,11/8/1992,60,"H,,S",67,",,S",52,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/9/1992,58,"H,,S",60,",,S",55,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/10/1992,54,"H,,S",61,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,11/12/1992,54,"H,,S",63,",,S",44,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/13/1992,54,"H,,S",61,",,S",47,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/14/1992,57,"H,,S",69,",,S",47,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/15/1992,57,"H,,S",67,",,S",48,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/16/1992,54,"H,,S",64,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,11/17/1992,51,"H,,S",62,",,S",44,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/18/1992,51,"H,,S",63,",,S",42,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/19/1992,59,"H,,S",70,",,S",43,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/20/1992,55,"H,,S",65,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,11/21/1992,46,"H,,S",53,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,11/22/1992,46,"H,,S",56,",,S",38,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/23/1992,51,"H,,S",63,",,S",38,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/25/1992,53,"H,,S",62,",,S",42,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/26/1992,45,"H,,S",54,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,11/27/1992,41,"H,,S",47,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,11/28/1992,46,"H,,S",54,",,S",35,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,11/29/1992,52,"H,,S",63,",,S",38,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/1/1992,57,"H,,S",62,",,S",52,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/4/1992,48,"H,,S",56,",,S",39,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/5/1992,46,"H,,S",56,",,S",39,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/6/1992,55,"H,,S",61,",,S",38,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/9/1992,54,"H,,S",63,",,S",48,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/12/1992,44,"H,,S",52,",,S",38,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/14/1992,40,"H,,S",47,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,12/17/1992,42,"H,,S",51,",,S",33,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/18/1992,41,"H,,S",46,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,12/19/1992,42,"H,,S",51,",,S",35,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/20/1992,45,"H,,S",49,",,S",40,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/21/1992,50,"H,,S",58,",,S",45,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/22/1992,48,"H,,S",59,",,S",42,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/23/1992,41,"H,,S",52,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,12/24/1992,36,"H,,S",43,",,S",33,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/26/1992,41,"H,,S",49,",,S",35,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/27/1992,46,"H,,S",53,",,S",34,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/28/1992,51,"H,,S",53,",,S",45,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,12/29/1992,47,"H,,S",57,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,12/31/1992,43,"H,,S",49,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,1/1/1993,42,"H,,S",52,",,S",35,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,1/3/1993,47,"H,,S",55,",,S",35,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,1/4/1993,43,"H,,S",51,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,1/5/1993,40,"H,,S",49,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,1/6/1993,43,"H,,S",47,",,S",34,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,1/7/1993,49,"H,,S",51,",,S",43,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,1/8/1993,45,"H,,S",51,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,1/9/1993,42,"H,,S",45,",,S",35,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,1/10/1993,45,"H,,S",48,",,S",42,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,1/13/1993,45,"H,,S",49,",,S",36,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,1/14/1993,46,"H,,S",47,",,S",43,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,1/15/1993,47,"H,,S",49,",,S",45,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,1/16/1993,47,"H,,S",53,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,1/17/1993,40,"H,,S",47,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,1/18/1993,41,"H,,S",49,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,1/19/1993,38,"H,,S",47,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,1/20/1993,39,"H,,S",47,",,S",29,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,1/21/1993,37,"H,,S",44,",,S",33,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,1/22/1993,38,"H,,S",44,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,1/24/1993,44,"H,,S",49,",,S",38,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,1/25/1993,45,"H,,S",51,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,1/26/1993,43,"H,,S",53,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,1/27/1993,42,"H,,S",52,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,1/28/1993,33,"H,,S",39,",,S",30,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,1/29/1993,37,"H,,S",47,",,S",31,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,1/31/1993,45,"H,,S",52,",,S",36,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,2/1/1993,35,"H,,S",45,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,2/2/1993,34,"H,,S",38,",,S",32,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,2/3/1993,39,"H,,S",45,",,S",32,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,2/4/1993,42,"H,,S",53,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,2/5/1993,43,"H,,S",53,",,S",34,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,2/6/1993,56,"H,,S",68,",,S",35,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,2/7/1993,49,"H,,S",70,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,2/8/1993,37,"H,,S",42,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,2/9/1993,39,"H,,S",47,",,S",34,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,2/10/1993,39,"H,,S",48,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,2/11/1993,44,"H,,S",49,",,S",32,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,2/12/1993,43,"H,,S",51,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,2/13/1993,45,"H,,S",53,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,2/14/1993,36,"H,,S",46,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,2/15/1993,43,"H,,S",54,",,S",28,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,2/16/1993,52,"H,,S",57,",,S",36,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,2/17/1993,50,"H,,S",61,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,2/18/1993,44,"H,,S",54,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,2/19/1993,42,"H,,S",47,",,S",36,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,2/20/1993,45,"H,,S",55,",,S",38,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,2/21/1993,50,"H,,S",,,39,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,2/22/1993,50,"H,,S",59,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,2/23/1993,38,"H,,S",48,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,2/24/1993,37,"H,,S",44,",,S",33,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,2/25/1993,37,"H,,S",44,",,S",32,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,2/26/1993,39,"H,,S",48,",,S",32,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,2/27/1993,47,"H,,S",55,",,S",32,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,2/28/1993,45,"H,,S",53,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,3/1/1993,38,"H,,S",48,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,3/2/1993,38,"H,,S",44,",,S",29,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,3/3/1993,43,"H,,S",51,",,S",33,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,3/4/1993,44,"H,,S",54,",,S",,
JA000047759,"KYOTO, JA",35.017,135.733,46,3/5/1993,48,"H,,S",61,",,S",33,",,S"
JA000047759,"KYOTO, JA",35.017,135.733,46,3/6/1993,54,"H,,S",66,",,S",38,",,S"
